function	S1_S16	S2_S16	S3_S16	S4_S16	S5_S16	S6_S16	S1_m	S2_m	S3_m	S4_m	S5_m	S6_m
K13051	789.77	1084.69	1170.63	1732.61	996.8	842.95	765	830	841	747	780	847
K13052	420.92	259.88	265.6	708.52	105.18	36.05	51	216	56	194	52	220
K13053	2051.5	3180.43	4381.06	3589.53	6890.97	6716.41	7777	6262	8555	5636	7932	6388
K13057	53	87	44	205	30	32	27	81	30	73	28	83
K13058	22	1	26	38	26	32	20	69	22	63	21	71
K13059	0	0	0	2	0	0	0	0	0	0	0	0
K13060	183.84	159.75	114.7	321.94	116.8	92.27	93	82	103	74	95	84
K13061	1194.4	2633.8	2296	2152.29	928.4	922	1167	944	1284	850	1191	963
K13062	0	21.67	0	0	0	0	0	0	0	0	0	0
K13063	484.2	728.4	841	751.33	272.47	254	361	304	397	273	369	310
K13069	1440.58	1455.77	2406.4	1026.31	820.93	535.79	498	791	548	712	508	807
K13074	0	0	0	0.17	0.33	0	1	1	1	1	1	1
K13075	23.25	56.67	35.25	40	6.5	3	3	35	3	31	3	36
K13085	0.43	2.47	0.33	0.43	0.29	0.14	0	1	0	1	0	1
K13086	12	1	12	21	21	15	16	10	18	9	17	11
K13171	17	32	19	30	3	1	2	30	3	27	3	31
K13195	0	0	93	13	0	14	6	4	7	4	7	5
K13237	24	29	43	101	25	4	24	41	27	37	25	42
K13243	0.29	0	0	0.29	0	0	2	0	2	0	2	0
K13245	5	0	25	12	1.5	4	0	1	0	1	0	2
K13252	1.17	8	18.33	1	9	0	10	4	11	4	10	5
K13255	2164.25	2538.35	3390	2465.47	11210.79	10749.66	12597	9475	13857	8527	12849	9664
K13256	286.13	197.85	154.54	593.87	77.74	95.21	45	382	50	344	46	390
K13274	7.18	20.5	0	11.82	0	0	0	4	0	4	0	5
K13275	15.5	12.5	3.25	4.75	7.5	0	8	6	9	6	8	7
K13276	7	3.5	42	36	1	0	4	4	5	4	5	5
K13277	4.18	16	0	3.82	0	0	0	6	0	6	0	7
K13279	2	0	0.33	1.65	0	0.67	0	1	0	1	0	1
K13280	143.5	119	1222	970.75	5179.83	8409.33	6624	6274	7286	5646	6756	6399
K13281	84.8	143.67	118.79	109.76	31.84	12	13	27	15	24	14	27
K13282	403.92	999.18	499.2	943.92	231.71	454.7	417	525	458	473	425	536
K13283	314.43	475.27	270.69	661.06	68.29	120.8	46	56	51	50	47	57
K13284	0.43	2.47	0.33	0.43	0.29	0.14	0	1	0	1	0	1
K13285	23.93	41.97	5.33	185.43	25.29	21.14	39	140	43	126	40	142
K13286	0.43	2.47	0.33	0.43	0.29	0.14	0	1	0	1	0	1
K13287	15.93	10.97	2.33	24.43	23.29	16.14	30	30	33	27	31	30
K13288	5594.44	7084.98	8385.08	6553.03	10063.52	10850.67	10986	10195	12085	9175	11206	10399
K13292	6859.4	8816.36	9420.08	8311.12	9186.31	8222.65	9168	9137	10085	8223	9351	9319
K13300	108.68	59.5	50.25	515.57	22.5	2	14	9	15	9	14	10
K13301	110.48	91.46	98.91	288.39	22.29	59.13	17	14	18	13	17	14
K13307	2	0	6	1	0.5	0	1	0	1	0	1	0
K13308	1	0	6	0	0	0	0	0	0	0	0	0
K13309	1	0	6	0	0	0	0	0	0	0	0	0
K13310	0	0	6	0	0	0	0	0	0	0	0	0
K13311	0	0	6	0	0	0	1	0	1	0	1	0
K13315	16	2	13	12.67	4.83	1	2	2	2	2	2	2
K13317	0.5	0	0.25	2.5	0	0	1	0	1	0	1	0
K13319	0	0	6	0	0.5	0	0	0	0	0	0	0
K13320	0	0	6	0	0	0	0	0	0	0	0	0
K13322	0.5	0	0.25	22.5	0	0	1	0	1	0	1	0
K13327	0	0	0	0	0	2	0	0	0	0	0	0
K13330	2	0	0	1	0.5	0	0	0	0	0	0	0
K13370	0	0	0	1	0	0	0	0	0	0	0	0
K13371	3	20	20	9	2	0	6	6	7	6	7	7
K13372	2	5	11	6	0	0	0	1	0	1	0	2
K13378	4428.39	5180.5	5236.47	4748.94	7149.3	6955.77	8109	6732	8919	6059	8271	6867
K13380	2	0	0	1	0	0	0	0	0	0	0	0
K13381	0	7	0	122	0	0	0	0	0	0	0	0
K13408	765.95	1118.7	1005.67	1682.8	396.24	544.09	499	720	549	648	509	735
K13409	765.88	1305.63	1005.67	1678.8	395.07	536.26	500	722	549	650	510	737
K13419	3	3	0	10	3	2	3	20	4	18	4	21
K13421	105.5	90	70	121	27.5	107.5	158	52	174	47	162	54
K13444	42	64	104	46.99	25.67	46.67	14	282	15	254	14	287
K13448	0	0	0	0	2	0	0	0	0	0	0	0
K13450	2	14.33	2.33	64	8	20	30	20	33	18	31	21
K13452	1	6	1	32	4	10	15	10	17	9	16	11
K13455	0	0	0	2	0	0	0	0	0	0	0	0
K13461	1	6	1	32	4	10	15	10	17	9	16	11
K13472	1569.7	2879.1	2697.33	1734.95	5805.44	5506.39	6576	4913	7233	4422	6707	5011
K13479	9.04	0.25	0	0.25	0	0	1	2	1	2	1	3
K13480	9.04	0.25	0	0.25	0	0	1	0	1	0	1	0
K13481	4246.18	4380.75	6843.33	4312.04	7662.72	6903.03	8206	6945	9027	6250	8370	7084
K13482	4311.18	4384.75	6884.33	5109.04	7830.72	7219.03	8441	7301	9285	6571	8610	7447
K13483	1573.83	2235.64	2960.27	4132.59	1126.36	1082.37	1082	1369	1190	1232	1103	1396
K13485	124.77	68.83	200.54	357.11	290.03	144.71	185	226	203	203	189	230
K13486	1911.65	2865.42	4211.2	3043.21	6618.19	6389.11	7640	6106	8403	5495	7792	6228
K13487	1910.15	2843.75	4200.54	3028.89	6615.52	6389.44	7636	6097	8399	5488	7788	6219
K13488	1910.15	2843.75	4200.54	3025.89	6615.52	6388.44	7634	6097	8397	5488	7786	6219
K13489	1909.65	2849.42	4202.2	3028.21	6616.19	6389.11	7634	6099	8397	5489	7786	6221
K13490	1970.65	2853.42	4248.2	3858.71	6795.19	6716.11	7869	6446	8656	5801	8026	6575
K13491	946.65	1675.42	2599.2	2455.21	1150.19	1177.11	1495	1521	1644	1369	1524	1552
K13497	225.12	220.43	144.88	761.09	92.25	70.3	60	70	66	63	61	71
K13498	190.03	382.77	132.52	468.79	36.87	99.13	31	36	34	33	32	37
K13501	2.18	0	0	2.82	0	0	0	0	0	0	0	0
K13503	155.47	162	173.16	226.27	232.47	135.13	83	74	91	67	85	75
K13509	2	0	0	0	0	2	0	1	0	1	0	2
K13513	1	4	0	2	0	0	0	0	0	0	0	0
K13522	1826.36	2045.29	2469.08	1249.95	853.53	714.53	750	1178	825	1060	765	1201
K13523	1	4	0	2	0	0	0	0	0	0	0	0
K13524	11.32	65.34	51.98	38	15.28	22.64	10	86	11	77	10	88
K13525	459.25	627	289.92	755.59	320.75	51.84	78	238	86	214	80	243
K13527	248.84	174.75	619.75	764.33	1829.88	3143	2173	2273	2390	2045	2216	2318
K13529	1590.52	2754.73	2868.36	2836.02	8617.07	9941.82	9923	8366	10915	7530	10121	8533
K13530	21.15	20.5	49.98	27.57	12.7	2	18	20	19	18	18	20
K13531	22.3	11.5	46.65	32.75	4.7	10	9	178	10	160	9	181
K13532	11.5	12.5	8.25	23.75	2.5	0	1	7	1	7	1	8
K13533	14	12.5	38	8	8	1	9	16	10	15	10	17
K13540	97.5	34.66	132.75	398.5	66.66	50	80	106	88	96	82	108
K13541	2071.1	3014.58	4383.64	2930.3	6744.09	6320.04	7558	6045	8314	5440	7710	6166
K13542	710	1026.5	1113.98	1507.04	1515.52	2361.32	1269	2195	1396	1976	1295	2239
K13543	71.83	222.17	101	114.83	79.34	64.33	77	98	85	88	79	100
K13547	2	0	0	2	0.5	0	1	0	1	0	1	0
K13550	0	0	0	1	0	0	0	0	0	0	0	0
K13552	0	0	0	1.29	0	0	0	0	0	0	0	0
K13553	0	0	0	1.29	0	0	0	0	0	0	0	0
K13570	235.17	159.75	619.75	747.83	1826.88	3141	2170	2270	2387	2043	2213	2315
K13571	495.68	393.5	1239.5	1521.66	3660.76	6286	4344	4544	4778	4089	4431	4635
K13572	243.17	81.17	594.58	796.5	1843.83	3192	2191	2299	2410	2069	2235	2345
K13573	302.17	224.75	660.75	986.33	1873.88	3196	2227	2410	2449	2169	2271	2458
K13574	189.79	206.41	266.49	511.13	353.67	228.41	237	175	261	158	242	178
K13580	2458.86	3184.24	5937.24	3154.73	6931.21	6462.95	7772	6470	8549	5823	7927	6599
K13581	464.42	363.5	582.91	745.03	389.72	232.05	126	138	139	124	129	141
K13582	279.67	245.5	338.66	410.77	322.47	189.13	95	100	104	90	97	102
K13583	519.42	420.5	596.83	844.36	405.97	260.3	121	141	133	127	123	144
K13584	459.92	354.5	576.33	704.36	383.22	228.3	123	125	136	112	126	127
K13585	9	0	85	34	5.5	8	1	2	2	2	2	3
K13586	11	0	85	34	5.5	8	1	3	2	3	2	4
K13587	473.42	354.5	569.66	711.01	382.22	230.97	126	129	138	116	128	132
K13588	453.42	354.5	559.33	689.86	380.22	228.3	121	125	134	112	124	127
K13589	422.92	320.5	488.33	664.86	369.22	215.3	111	115	123	103	114	117
K13590	3275.4	4193.12	6913.81	5556.23	7491	7158.64	8288	7440	9117	6696	8454	7588
K13591	9	0	85	35	5.5	8	1	3	2	3	2	4
K13592	436.42	320.5	529.33	668.86	371.22	221.3	111	119	123	107	114	121
K13593	138.2	75.5	229.5	223	90.5	77	14	48	16	44	15	49
K13598	663.42	795	724.33	943.36	489.22	257.8	175	342	192	308	178	349
K13599	669.42	815	734.83	947.36	497.22	269.3	175	365	192	328	178	372
K13606	0	0	0	0.5	1.5	0	0	1	0	1	0	2
K13609	1890.89	2807.53	4106.37	2909.11	6580.7	6350.56	7584	6061	8343	5455	7736	6182
K13611	28	2	14	410.5	88	157	116	168	128	152	119	172
K13612	2	0	0	5	0	0	0	0	0	0	0	0
K13613	28	2	14	409	87	157	122	167	135	151	125	171
K13614	8	0	0	10.17	2.33	0	7	3	7	2	7	3
K13620	4.86	29.89	23.71	130.78	6.29	19.26	3	2	3	2	3	2
K13622	193.55	196.5	291.67	402.19	251.55	130.97	108	119	118	107	110	121
K13623	171.55	133	234.67	284.69	224.55	119.47	78	72	85	65	79	73
K13626	187.18	282.92	457	694.32	740.5	1059.5	1151	1088	1266	979	1174	1110
K13628	7069.17	9811.4	9996.84	9109.37	9509.49	8577.81	9705	9462	10676	8516	9899	9651
K13629	639.13	1061.86	1384.67	1183.77	593.79	528.21	712	520	783	468	726	530
K13630	18.34	45.49	31.05	140.72	14.5	28.19	5	5	6	5	5	6
K13631	106.98	84.71	81.21	334.26	19.58	56.87	16	12	17	11	16	12
K13632	115.1	91.45	86.51	329.65	26.66	63.45	17	15	19	14	18	16
K13633	1637.18	2111.26	2581.41	2598.77	5902.66	5688.59	6696	5295	7366	4765	6830	5401
K13634	2952.94	3884.52	6564.77	4264.12	7374.84	6859.74	8139	7152	8953	6437	8302	7296
K13635	3227.16	2753.28	3040.32	2215.29	1174.2	914.77	951	1361	1046	1225	970	1388
K13636	925.38	1464.95	1660.87	1507.28	943.42	1002.34	1157	878	1273	791	1180	896
K13637	122.57	80.64	105.37	365.28	11.42	56.09	19	8	21	7	19	8
K13638	160.51	368.77	125.69	512.68	49.29	78.63	25	22	28	20	26	22
K13639	3962.75	5001.94	5263.06	5505.81	3570.1	3862.98	4252	3934	4677	3541	4337	4013
K13640	445.84	613.75	777.25	1197.33	1989.88	3214.5	2261	2620	2487	2358	2306	2672
K13641	477.2	406.88	435.91	1352.46	230.81	217.43	194	351	213	316	198	358
K13642	25.47	2	86.66	30.77	55.47	23.13	11	12	13	11	12	12
K13643	5293.6	6030.57	7516.01	5613.03	8245.67	7541.02	8923	7799	9815	7019	9101	7955
K13650	16.91	47.32	27.34	138.27	13.87	27.36	5	5	6	5	5	5
K13651	606.89	2040.5	1843.74	900.39	358.66	346.14	466	345	513	310	476	352
K13652	1344.3	2606.18	2159.28	1991.53	1574.5	1449.9	1813	1280	1995	1152	1850	1305
K13653	1051.27	1798.72	2690.88	1763.5	1082.99	989.56	1080	1086	1188	977	1102	1108
K13654	20.86	13.55	34.37	163.78	0.29	2.26	5	1	5	1	5	1
K13655	786.02	2330.17	2455.74	1071.81	669.06	601.34	825	585	908	527	842	597
K13656	7.5	9	86.5	92.5	283	276.5	158	151	174	136	161	155
K13657	29	17	22	66	18.5	7	9	10	10	9	10	11
K13658	0	4	0	10	0	1	0	2	0	2	0	3
K13659	10.5	17	16	55.5	16	6	5	4	6	4	6	5
K13660	6.5	4	12	47	10	31	4	26	5	23	5	27
K13661	0	4	0	10	0	0	0	1	0	1	0	2
K13662	16	4	22	50	18.5	9	4	9	5	9	5	10
K13663	0	4	0	10	0	0	0	1	0	1	0	2
K13664	0	0	0	2	0	0	0	0	0	0	0	0
K13665	23.5	12	16	44.5	4	7	1	5	2	5	2	6
K13668	190.84	969.66	319.42	505.32	109.54	92.33	98	203	108	183	100	208
K13669	9	3	0.5	83.5	4	2	5	21	5	19	5	22
K13670	3	3	0	3	4	1	1	3	2	3	2	4
K13671	158.35	84.66	203.25	369.01	131.28	77	110	130	120	117	112	133
K13677	25.15	123.55	53.78	34.86	44.57	13.13	14	176	15	159	14	180
K13678	1.45	14.33	17.17	6.25	4.66	14.92	4	6	4	5	4	6
K13683	9.11	30.89	23.71	131.03	6.29	19.26	3	2	3	2	3	2
K13684	4.86	29.89	23.71	130.78	6.29	19.26	3	2	3	2	3	2
K13686	17.67	31.33	22.75	55	31.91	15	27	21	29	19	27	22
K13687	126.87	116.83	230	102	36.61	20.5	43	24	47	22	44	25
K13688	247.25	1005	330.18	441.89	317.83	193.65	169	205	186	185	172	209
K13693	444	443.67	329.75	743.25	122.22	90.67	103	139	113	125	105	142
K13694	291.08	1523.21	498.87	891.49	220.29	328.88	386	157	424	141	393	160
K13695	252.16	209.45	277.96	685.22	74.29	128.7	47	40	51	36	48	41
K13701	86.8	434	942	92.2	7.4	7.2	17	5	19	4	18	5
K13714	343.17	91.5	137	462.5	38.92	8	17	13	18	12	17	14
K13715	129	30	83	121	15	6	11	5	13	5	12	6
K13727	241.38	84.99	81.91	431.3	39.25	55.07	25	22	28	20	26	23
K13730	69.83	78	75.91	435.9	34.8	17.65	17	92	18	83	17	94
K13731	0	0	0	2	0	0	0	1	0	1	0	2
K13732	133.8	45.6	108.9	127.4	26.8	10.77	17	13	18	12	17	13
K13733	76	25	78	83	13	5	11	5	13	5	12	6
K13735	60.94	45.51	173.98	573.25	649.58	1053.28	1053	1583	1158	1425	1074	1614
K13739	0.43	0.14	0	0.43	0.29	0.14	0	1	0	1	0	1
K13740	0.43	0.14	0	0.43	0.29	0.14	0	1	0	1	0	1
K13741	0.57	0.28	0	0.72	0.58	0.28	0	1	0	1	0	1
K13742	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13743	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13745	2546.45	2249.12	1115.94	1723.85	570.44	589.77	654	637	719	573	667	650
K13746	0	29.17	0	0	0	0	0	0	0	0	0	0
K13747	1103.07	1775.24	2724.42	2472.61	1360.67	1256.43	1475	1522	1623	1370	1505	1553
K13766	5539.93	7532.11	8231.58	6328.31	8477.85	7649.36	8962	8056	9858	7251	9141	8217
K13767	38.5	33.5	50.25	81.75	17.5	4	14	10	15	9	14	11
K13770	71.68	98.5	118.25	183.07	47.5	19	43	60	48	54	44	61
K13771	3553.62	3040.23	3475.43	2952.14	1363.29	960.58	942	1415	1036	1273	961	1443
K13772	131.77	88	148.66	170.87	260.77	144.43	88	72	97	65	90	73
K13774	1465.43	2565.3	2940.9	1990.4	1432.62	1286.96	1599	1422	1759	1280	1631	1451
K13775	555.49	1494	919.95	1034.94	821.45	885.81	721	802	793	722	736	818
K13776	3051.68	3585.68	3171.6	2292.72	1160.12	1075.38	1304	1106	1435	996	1330	1128
K13777	2685.6	3120.38	3262.57	2226.33	1776.49	1714.73	2034	1568	2238	1411	2075	1600
K13778	1452.43	2472.3	2798.07	1814.91	1418.32	1271.64	1600	1311	1760	1180	1632	1337
K13779	1382.1	2228.63	2768.57	1628.08	1101.99	1087.98	1328	1035	1461	932	1354	1056
K13786	125.3	99	145	169.6	153.8	87.3	55	42	61	38	56	43
K13787	385.17	210.75	812.99	1216.49	1952.28	3222.15	2248	2479	2473	2231	2293	2529
K13788	4537.09	5482.06	5732.33	5616.19	9027.52	10229.85	10369	8993	11406	8093	10576	9172
K13789	3444.9	5021.22	6243.79	7203.27	9270.01	10343.07	10555	9854	11611	8868	10766	10051
K13790	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13791	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13792	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13793	0	2.33	0.33	0	0	0	0	0	0	0	0	0
K13794	4298.7	3755.96	3992.47	2539.24	1657.69	1485.1	1595	1980	1754	1782	1626	2020
K13795	2708.45	2398.46	3344.72	1941.74	1266.19	1015.35	1150	1509	1265	1359	1173	1540
K13796	2782.05	2455.46	3363.32	2257.34	1282.39	1017.55	1160	1524	1276	1372	1183	1554
K13798	14	30	11	34	32	1	4	34	5	31	5	35
K13799	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K13810	234.7	306	347.67	659.5	97.33	81	87	246	96	222	89	251
K13811	5.66	32.67	25.99	19	7.64	11.32	5	43	6	39	5	44
K13815	30	55	148.5	164.5	288	288	165	179	181	161	168	183
K13816	158.31	159	242.21	583.89	366.75	342.62	191	212	210	191	195	216
K13818	248	323	236	158	332	453	432	346	476	312	441	353
K13819	45.5	60	89.2	177	40.5	8.5	23	59	26	53	24	60
K13820	0	0	8	0	0	0	0	1	0	1	0	2
K13821	6400.7	7976.4	9310.25	8728.71	10750.97	11570.15	11472	11004	12620	9903	11702	11224
K13829	214.03	271.5	304.49	489.32	103.3	74.15	52	194	57	175	53	198
K13831	7	0	6	10	4	0	0	4	0	4	0	5
K13832	139	319.67	194.16	210.82	107.17	27.67	36	183	40	164	37	186
K13837	1	2	2	5	0	0	0	0	0	0	0	0
K13853	378.15	112	218.65	522.07	50.62	9	27	31	29	28	27	32
K13868	8	0	10	5	2	0	3	4	4	4	4	5
K13873	17.92	2	12.66	51.42	54.42	22.5	12	3	13	3	12	3
K13874	150.33	948.17	191	252.83	59.34	113.33	60	167	66	150	61	170
K13875	56.49	91.67	46.67	201.33	92.34	83.67	145	126	160	113	148	128
K13876	35	66.5	16	149.17	257.33	129.67	243	172	268	155	248	176
K13877	0	0	0	0	0	0.67	0	0	0	0	0	0
K13888	8302.57	9869.91	13495.35	6892.81	24599.76	23317.18	27238	21435	29962	19291	27783	21863
K13889	368.63	689.45	1200.07	847.59	358.33	293.38	284	210	312	189	290	214
K13890	287.63	269.45	258.07	741.59	368.83	284.38	269	209	296	188	274	213
K13891	278.63	255.45	258.07	727.59	341.33	263.38	266	203	292	182	271	207
K13892	453.92	767.46	1300.74	989.01	551.86	381.36	355	270	391	243	362	276
K13893	10919.88	14042.29	19380.12	13962.61	27386.8	25998.14	30587	24704	33645	22234	31198	25198
K13894	8759.42	11008.63	14906.39	10219.98	20473.01	19371.77	22797	18421	25076	16579	23253	18789
K13895	8752.42	11008.63	14906.39	10211.98	20473.01	19371.77	22796	18421	25075	16579	23252	18789
K13896	8498.88	10707.19	14658.25	8814.94	19934.48	18640.3	22103	17379	24314	15641	22545	17727
K13909	0	0	0	0	0	0	1	13	2	12	2	14
K13918	135.7	85.82	109.2	372.96	20	59.99	21	13	23	12	21	13
K13919	7.93	21.64	20.58	12.25	6.92	21.97	3	6	3	5	3	6
K13920	16.43	21.64	22.58	24.75	8.92	24.47	5	12	5	11	5	12
K13921	5.43	21.64	20.33	8.75	6.92	19.97	3	2	3	2	3	2
K13922	7.43	22.39	21.21	10.88	6.92	20.09	3	2	3	2	3	2
K13923	5.43	21.64	20.33	8.75	6.92	19.97	3	2	3	2	3	2
K13924	535.21	567.85	1096.22	2150.78	655.22	930.78	608	1550	669	1395	620	1581
K13926	1654.25	2283.43	4652.64	2065.56	1542.33	1126.18	1436	1505	1579	1355	1464	1535
K13927	0	0	0	0	0	13.75	1	0	2	0	2	0
K13928	3457.71	4224.99	4617.04	3560.79	6609.68	6185.85	7323	5717	8056	5145	7470	5831
K13929	3371.2	3926.28	4711.03	3739.81	6911.02	6492.87	7529	6104	8282	5494	7680	6226
K13930	3393.87	3927.78	4724.03	4143.81	6996.85	6645.54	7642	6267	8406	5640	7794	6392
K13931	3395.2	3921.28	4725.03	4146.81	6998.02	6649.87	7645	6271	8409	5644	7798	6397
K13932	3424.7	3930.28	4739.03	4556.31	7086.52	6806.87	7761	6440	8537	5796	7916	6569
K13933	3363.2	3926.28	4711.03	3733.81	6911.02	6484.54	7527	5932	8280	5339	7677	6051
K13934	3336.03	3930.28	4697.03	3316.48	6822.02	6334.87	7410	5929	8151	5337	7558	6048
K13935	3241.68	3785.32	4477.04	3366.16	6367.98	6067.52	7183	5726	7901	5153	7326	5840
K13936	15.76	22.74	32.05	137.62	8.5	9.19	3	4	3	4	3	4
K13938	1974.82	3073.54	4193.26	3169.77	6611.18	6415.1	7611	6077	8372	5470	7764	6199
K13940	122.16	96.91	383.92	538.16	1157.16	2133.17	1056	1390	1161	1251	1077	1418
K13941	3	0	0	9	0	1	1	2	2	2	2	3
K13950	90.84	56.25	112.75	226.25	147.99	82	134	155	148	140	137	158
K13953	2375.35	3225.45	3544.78	4587.23	3180.08	4282.38	3370	4075	3707	3668	3437	4157
K13954	4431.77	5217.56	5981.04	4596.78	6815.46	6604.64	7635	6365	8398	5729	7788	6492
K13955	68.5	40	45.25	326.75	9.5	0	2	0	2	0	2	0
K13963	132.81	248.34	419.88	373.09	84.51	114.67	62	354	68	319	63	361
K13967	15.67	22	3.66	29.67	49.17	25.33	10	18	11	16	10	19
K13979	5858.6	9932.19	11201.44	8041.8	20058.49	19474.82	22924	17697	25217	15928	23383	18051
K13985	7.5	5	7	57.67	8	3	15	21	16	19	15	22
K13990	159.5	346	278	205.5	143.5	53.5	203	215	224	194	208	220
K13991	48.7	22	93.5	136	31.5	4	10	16	11	15	11	17
K13992	39.2	22	32	99	24.5	3	10	15	11	14	11	16
K13993	3177.8	5893.53	4776.6	6060.68	4165.57	4753.02	4077	5809	4485	5228	4159	5925
K13994	0	0	0	1	0	0	0	0	0	0	0	0
K13995	304.12	729.86	1194.48	706.41	320.79	197.68	277	302	305	272	283	308
K14026	90	201	56	36	17	0	1	1	2	1	2	2
K14028	52.7	17	58	121	26	15.33	4	30	5	27	5	31
K14029	48.7	17	58	119	26	15.33	4	30	5	27	5	31
K14048	81.23	72	237.16	216.15	76.27	74.82	202	131	222	118	206	133
K14051	96.33	91.22	82.54	327.27	15.79	48.93	21	13	23	11	22	13
K14052	1648.6	1259.3	619.79	1246.9	472.36	414.12	486	766	534	690	495	782
K14053	0.79	8.25	0	0.64	0	0.12	1	0	1	0	1	0
K14054	148.98	168.46	128.91	408.6	27.29	68.63	22	77	24	69	22	78
K14055	3661.29	5799.09	6412.4	6868.05	3546.76	3435.91	4514	4721	4965	4249	4604	4816
K14056	144.51	112.57	86.08	341.67	27	48.87	20	14	21	13	20	15
K14057	106.62	52.49	56.34	194.73	14.5	37.19	13	12	14	11	13	13
K14058	5569.07	7140.23	7977.33	6132.45	8531.44	7864.97	8919	8076	9811	7269	9097	8238
K14059	3545.04	4755.19	6587.06	4332.57	7265.17	6821.33	8141	7175	8955	6458	8304	7319
K14060	389.54	794.65	1251.5	698.54	456.25	652.92	585	531	643	478	597	541
K14061	26.63	92.21	47.67	25.66	21.79	48.21	7	7	8	6	7	7
K14062	49.48	76.96	55.5	150.38	25.79	35.33	10	8	11	7	10	8
K14063	233.42	920.33	1926.94	851.17	104.4	74.55	115	68	126	61	117	69
K14064	21.48	53.96	31.58	142.81	16.79	31.13	6	7	7	6	6	7
K14067	64.2	38	81	117	20	6.67	7	18	8	17	8	19
K14080	0	0	0	0	0	0	0	1	0	1	0	2
K14083	196.5	26	240	291	55	48.5	50	52	55	47	51	54
K14086	5	1.67	0	0	0	0	0	0	0	0	0	0
K14087	5	0	0	0	0	0	0	0	0	0	0	0
K14088	5	0	0	0	0	0	0	0	0	0	0	0
K14089	5	0	0	0	0	0	0	0	0	0	0	0
K14090	5	0	0	0	0	0	0	0	0	0	0	0
K14126	2	0	0	0	0	2	1	3	1	3	1	3
K14127	2	0	0	0	0	2	0	1	0	1	0	2
K14128	2	0	0	0	0	2	1	3	1	3	1	3
K14136	76.17	50.33	87.75	159.83	44.91	23	44	73	49	66	45	75
K14138	9	51	20	3	6	0	0	7	0	7	0	8
K14153	154.7	337.81	77.61	196.25	87.58	90.5	95	165	105	149	97	169
K14155	986.5	2291.98	2661.6	2216.85	1835.61	2923.82	1899	2387	2089	2149	1937	2435
K14159	2369.5	2046.71	938.57	1158.41	774.33	926.11	894	831	983	748	912	848
K14160	1312.45	1643.5	2801.84	1588.36	1174.59	689.31	684	1040	753	936	698	1061
K14161	2602.82	3823.58	6316.29	4591.75	4414.2	5243.87	4423	5127	4866	4614	4512	5229
K14162	2850.82	4113.66	6559.79	5377.09	4592.66	5509.37	4602	5509	5063	4959	4694	5620
K14164	19	4	29	53.5	4	1	4	19	5	18	5	20
K14165	141.7	142.33	222.5	123.15	87.53	48.34	69	106	76	95	70	108
K14166	241.25	254	281	593.92	131.8	80.5	98	333	108	299	100	339
K14170	5782.59	7538.4	8257.14	6878.48	9213.76	8831.89	10001	9209	11001	8288	10201	9393
K14187	250.68	456.77	271.02	511.97	54.29	146.63	34	142	37	128	35	145
K14188	441.44	237.13	396.93	424.45	74.88	31.55	52	47	57	42	53	48
K14189	1712.05	2265.92	3090.04	2496.71	5828.09	5894.09	6409	5360	7050	4824	6538	5467
K14192	133	32	83	133	15	6	13	8	15	8	14	9
K14194	367.67	94	254.5	382	49.17	17	36	17	39	16	37	18
K14195	141	31	84	138.17	16	6	12	6	14	6	13	7
K14196	129	30	83	121	15	6	11	5	13	5	12	6
K14197	129	30	83	121	15	6	11	5	13	5	12	6
K14198	129	30	83	121	15	6	11	5	13	5	12	6
K14199	258	60	166	242	30	12	22	10	25	9	23	11
K14201	129	35	90	123	30	7	11	5	13	5	12	6
K14203	129	30	83	121	15	6	11	5	13	5	12	6
K14204	129	30	83	121	15	6	11	5	13	5	12	6
K14205	2518.99	4054.35	4839.32	4423.33	7321.47	7030.77	8034	6789	8838	6111	8195	6925
K14211	2	0	21	4	0	0	0	0	0	0	0	0
K14213	0	6.5	0	2.5	0	0.5	0	0	0	0	0	0
K14215	7	3	6	20.5	4	2	3	7	3	7	3	8
K14249	0	0	0	0	1	0	3	7	4	7	4	8
K14250	2	0	6	21	0.5	0	0	0	0	0	0	0
K14252	0	0	0	0	0	0	0	1	0	1	0	1
K14257	449.4	752.4	761.4	720.2	251	240.2	337	267	371	241	344	273
K14259	141.5	197.17	293.16	302.31	75.34	93.84	31	246	34	222	31	251
K14260	5384.01	6913.86	7996.79	6057.22	8667.08	8044.65	9258	8387	10184	7549	9444	8555
K14261	2652.97	4426.21	5223.98	4456.9	7751.03	7645.87	8860	7182	9746	6464	9037	7326
K14266	1138.05	3260.6	1413.98	1812.9	790.76	854.77	759	775	835	698	774	791
K14267	5386.26	6043.71	7864.07	6239.72	9796.43	10552.22	10914	10026	12005	9024	11132	10227
K14268	1885.54	2804.58	4134.94	2976.61	6583.08	6346.01	7597	6056	8356	5450	7749	6177
K14275	5	8	0	12	2	2	1	2	2	2	2	3
K14287	5456.87	7426.17	7830.81	6457.52	8384.84	8090.36	9410	8100	10351	7290	9598	8262
K14297	2.8	0	0	1.6	6.8	2.8	3	1	3	1	3	1
K14317	19.8	32	19	31.6	9.8	3.8	5	30	6	27	5	31
