function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m
K04114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04116	30.5	1	22.88	0	83.5	3	37.25	2	226.25	0	7	1	15	1	11	1	67	2	90.75	5	10.45	2	127.62	1	168.62	2	0	1	0	1	84.62	1
K04117	30.5	1	22.88	0	20	3	37.25	2	226.25	0	0	1	21	1	11	0	5.5	1	8.25	5	10.45	2	127.62	1	168.62	2	0	1	0	1	84.62	1
K04118	0	1	0	0	0	0	74	0	0	0	0	0	10	0	0	0	0	1	0	0	14.66	0	0	0	0	0	0	0	0	0	0	0
K04127	8	0	41	1	87.16	1	159	3	108	0	11	0	142.33	0	2224.5	1	537.09	30	211.92	1	167	6	11	1	144	3	0	4	5	1	138	1
K04128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04333	4210	41	3465	2	337.38	9	997	8	1478	4	1024.38	20	394.83	6	156	11	280	1	283	36	557	1	5214	22	2874	12	40.5	6	86	32	315	9
K04334	2104	21	1871.5	0	16	5	502.5	4	737	2	410.5	10	376.71	3	8	6	0	1	0	18	280.5	1	2606	12	1433.5	6	0	3	0	16	156.5	5
K04335	2106	21	1765.5	5	151.76	6	493.5	4	902	2	2214.71	10	508.31	3	91	7	178.5	2	180.83	19	272.5	3	9304	17	1433.5	15	1345.67	6	1321	16	158.5	6
K04336	2104	21	1729.5	0	13	5	483.5	4	737	2	410.5	10	376.71	3	8	6	0	1	0	18	272.5	1	2606	11	1433.5	6	0	3	0	16	156.5	5
K04337	2110.38	21	1760.12	5	234.76	6	497.12	4	903.12	2	2214.71	10	511.22	3	107.25	7	263.25	1	193.45	19	280.75	5	9308.5	17	1540.88	15	1345.67	6	1353	16	179.5	6
K04338	7407.38	56	3219.12	28	504.43	52	848.12	15	2946.12	46	7738.71	46	921.55	50	1585.25	29	433.59	5	1231.45	116	891.75	10	12883.5	128	3013.88	32	5681.67	32	4824	41	2679.5	55
K04342	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	18	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
K04343	3686.6	42	7686.7	17	1022.23	13	3848.9	21	1755.4	12	3009.13	21	2628.91	19	5309.37	10	7607.07	58	877.17	45	2525.1	11	11321.8	29	3817.5	22	613.5	26	505	35	1762.5	15
K04477	2106	21	1741.5	9	2262.67	5	492.5	4	1237.5	3	752.76	10	5413.33	6	2005.33	7	8969.17	22	679.67	18	284.5	11	2612	11	1440.5	6	934	5	313.92	16	170.5	10
K04478	0	0	0	0	4.2	1	0.4	1	3.2	0	0	0	0	0	0	0	3.6	1	72.6	1	0.75	1	0	0	0.5	1	0	1	0	1	0.33	1
K04479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
K04480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
K04483	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	6	0	15	0	2	1	0	0	0	0	0	0	0	0	0	0
K04484	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
K04485	18406.1	182	13592.99	255	7578.75	152	9037.32	108	17739.3	259	26819.84	106	16233.24	216	30433.7	155	18929.92	164	6523.05	296	8722.97	182	25717.47	336	12034.42	111	15204.18	189	13109.22	145	11948.44	171
K04486	2	1	52	1	641.24	1	16.6	1	2065.21	1	0	0	708.75	0	347.17	0	663.66	4	534.08	0	7	22	0.67	1	8	1	3.67	1	15.96	1	0.4	3
K04487	26675.58	222	18150.81	310	11100.12	223	15348.74	192	25434.13	550	32561.92	168	22114.1	423	33617.73	267	23019.71	219	10272.45	367	14796.24	289	39079.34	454	20909.8	182	17993.02	289	16581.85	205	19106.27	220
K04488	7787.6	77	4495.99	244	6250.96	53	5836.65	61	7709.4	118	20050.84	35	12678.16	101	10552.53	121	15423.35	118	4294.63	152	4908.8	124	16470.37	102	5539.92	58	10328.01	90	9740.55	77	5739.87	101
K04496	0	0	0	0	2.66	0	0	0	0	0	0	0	3.67	0	18.5	0	8.67	1	22	0	0	4	0	0	0	0	0	0	0	1	0	0
K04515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04516	6924	50	2779	34	336.74	92	1752.6	39	8714.9	163	7375	57	1076.83	124	16851	46	538.34	28	1280.99	134	2617	26	5300.5	167	5739	42	5639	67	4564	56	5994.4	70
K04517	9090.29	53	3332.96	146	3013.06	112	3407.88	77	10990.28	199	20860	62	8620.72	164	30681.5	115	14866.02	133	4407.02	203	4226.83	111	9069.22	183	7065.42	69	8531.17	106	8866.46	59	8900.98	139
K04518	10094	72	8388.58	42	2916.45	101	3610.67	51	9370.91	164	7441	76	5888.07	127	23276.67	46	15536.36	117	4236.23	145	4320.42	98	9101.77	221	3944.5	62	5649.84	93	4611.63	85	7287.97	71
K04551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04561	6861.72	34	7862.08	94	651.5	28	5275.95	56	7485.02	52	16769.38	38	1401.19	44	15993.12	59	1204.4	17	1234.95	165	4729.35	36	7809.68	103	3799.75	32	2889.17	70	3825.17	67	5208.42	73
K04562	3726.27	20	1880.03	113	3006.08	25	4557.9	40	4604.64	43	15900.96	17	7197.33	44	2882.03	87	1409.07	24	1368.24	106	3688.43	88	11265.75	32	3235.8	31	4259.67	50	5686.75	28	3834.18	78
K04564	32954.99	239	20605.07	502	10982.51	330	15424.1	209	31363.47	542	44377.47	201	29449.24	446	62276.31	285	14643.33	185	8334.43	659	14228.15	233	49650.22	738	24127.84	211	35778.68	296	29429.64	272	23686.62	332
K04565	14774.05	116	5983.91	198	2835.7	95	2432.04	46	9244.37	145	25103.26	70	9430.82	147	19600.25	106	4622.42	47	2377.7	242	3239.88	70	15931.89	226	6000.34	56	15129.84	94	11242.51	94	6869.02	144
K04566	2121	7	1646.5	2	1238.2	6	961.67	8	1003.5	1	58	15	643.66	2	787.5	1	1176.33	20	1074.5	13	1155.67	49	2182.6	60	557.5	9	6.17	18	19.67	27	967.57	1
K04567	16130.1	142	11825.16	247	6626.26	144	8650.65	114	16306.3	259	26969.22	90	15956.87	214	29035.7	154	17918.1	142	5832.22	279	8010.3	148	23500.87	276	11444.42	112	15204.51	161	13031.55	119	11268.87	171
K04568	6552.71	77	7943.5	96	1899.71	29	2260.37	13	3340.87	54	4109.88	32	6544.28	48	1968.75	23	3352.76	20	963.7	53	2153.87	51	8346.45	136	2385.5	21	5623.67	43	2917.84	62	1555.29	27
K04573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04618	0	0	0	0	514	0	0	0	0	1	0	0	1818.5	1	244	0	6161.5	7	166.5	0	0	1	0	0	3	0	0	0	0	0	0	1
K04641	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	1.33	0	49.17	0	0	1	0	0	0	0	0	0	0	0	0	0
K04651	4839	49	4041.67	7	1645.58	43	1578	21	5598.75	122	2646.26	37	2804.83	82	15211.33	29	584.34	9	649.33	48	1249.17	35	6652	85	3585	30	130	42	479.25	52	2499	29
K04652	2735	29	2312.17	7	1610.58	39	1094.5	17	4818.75	121	2099.76	27	2333.83	80	15203.33	24	565	8	640.58	30	976.17	30	4046	74	2151.5	24	130	39	479.25	36	2342.5	19
K04653	4922	46	4371.67	3	1653.66	14	1715	9	3457.75	4	1303.26	37	2850.16	6	752.83	11	479.34	6	720.83	48	1356.17	48	6067	126	3435	17	42	11	180.25	62	313	19
K04654	2465	23	2186.17	3	1505.83	7	858.5	5	2054.75	2	754.76	19	2306.83	4	402.83	6	398.34	4	504.33	24	679.67	36	3036	63	1717.5	9	42	6	180.25	31	156.5	10
K04655	2465	23	2186.17	3	1500.83	7	858.5	5	2054.75	2	754.76	19	2288.83	4	402.83	6	337.34	4	441.33	24	679.67	33	3036	63	1717.5	9	42	6	180.25	31	156.5	10
K04656	2465	23	2186.17	3	1505.83	7	858.5	5	2081.75	2	754.76	19	2295.83	4	402.83	6	337.34	4	441.33	24	679.67	33	3036	63	1717.5	9	42	6	180.25	31	156.5	10
K04691	5383.81	72	3536.2	141	3515.4	28	3648.77	22	3389.27	61	6545.84	22	8849.2	52	632.7	70	3305.49	18	1242.45	78	2351.47	12	12667.65	83	4000	29	7370.84	45	5890.09	47	1716.89	48
K04705	25.17	1	40.83	0	0	0	0	1	0	0	0	0	0	0	1.33	0	2.33	1	0.5	0	0	1	34.67	0	135.67	0	0	0	0	0	25.33	0
K04708	0	0	0	0	26	0	0	0	0	0	0	0	6.5	0	6	0	2	1	10	0	0	1	0	0	0	0	0	0	0	0	0	0
K04711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04712	0	0	0	0	42	0	0	0	2	0	0	0	19.66	0	6	0	32.67	2	112	0	0	7	0	0	0	0	0	0	0	0	0	0
K04719	3520.77	36	6862.03	102	1403.32	21	4664.07	23	2434.4	40	14372.08	23	3163.05	36	2048.78	83	1085.65	30	1547.25	54	3761.77	43	10732.47	75	3080.67	24	3828.34	35	5186.67	44	3040	70
K04720	2555	22	2504.5	2	468.13	6	848.5	15	2661.04	2	749.88	11	616.5	3	104	6	494	4	327.75	20	733	7	2682	27	4119.5	8	40.5	5	86.29	18	441.5	11
K04739	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	22	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0
K04744	11299.1	99	10681.58	205	5288.57	55	6688.32	55	7807.89	96	19302.84	49	11660	91	4470.53	109	4926.57	48	2572.07	158	5667.72	120	20325.3	169	5736.92	52	9513.51	94	8349.26	89	5660.04	96
K04747	173	6	4820	1	50.2	1	157	1	18	0	0	5	16	1	381	0	162	4	7	2	85	1	374.6	10	0	1	0	1	0	4	48.4	0
K04748	4079.6	27	6821.2	42	512.24	26	4017.07	32	4078.05	23	1824	28	566.81	19	793.12	15	859.9	14	1121	98	3269.6	43	4408.8	86	2987	21	1226.67	44	1723.67	46	2821.67	4
K04749	1251	5	1700.5	8	1195.54	6	1591.4	33	2793.1	1	549.76	11	1562.57	2	533.5	2	2065.12	20	2080.59	10	1573.09	80	777	82	5739	21	87.5	13	189	18	587.83	8
K04750	25156.2	203	18250.69	269	5220.72	261	12746.85	177	22896.64	554	26125.04	166	14185.4	419	46162.15	158	18985.95	193	5689.68	431	12245.65	107	28853.67	476	23728.42	161	20191.18	263	17186.92	209	21247.63	184
K04751	8524.34	51	9467.16	92	5640.62	38	4490.27	55	7460.88	47	14571.76	47	10891.67	62	8382.41	49	18015.68	87	4016.37	105	4402	184	11839.82	155	4081.47	48	3987.67	70	3420.38	74	4760.05	69
K04752	9225.6	93	9243.41	202	6135.65	50	5841.65	50	6875.89	95	19121.22	34	10652.25	90	3090.36	108	4778.24	40	2340.49	145	4758.39	105	18158.7	110	5375.42	46	9465.84	79	8278.59	63	4825.97	99
K04753	2105	21	1729.5	7	230.88	6	484.17	4	779	3	749.88	10	2098.83	6	493	7	1851.5	3	18.58	19	281.5	3	2626	11	1474.5	7	937.17	5	228.34	16	261.17	10
K04754	10952.3	111	7045.81	298	6294.59	60	11368.45	78	9163.19	105	23091.92	55	17340.75	98	3596.93	186	4849.79	50	3711.32	216	8137.92	104	25412.1	171	9831.42	69	12410.01	112	13308.59	103	6784.67	140
K04755	18536.51	156	18801.5	310	6651.23	157	9891.08	112	16535.63	322	27981.84	115	15351.65	270	35415.86	173	9613.92	122	4198.8	293	9267.89	159	28294.23	350	12279.59	100	18114.01	170	14750.26	159	13653.87	181
K04756	1569	5	1557.75	1	293.35	3	890.67	12	490	1	5	1	221	2	773.67	1	218.5	11	378.55	3	1241	17	603.6	17	2721.5	3	4.67	2	8.67	2	540.07	1
K04757	447	3	533.5	6	1249.5	3	395.4	1	1546.1	1	342.38	10	1540.78	1	1575.33	1	2147.45	16	2482.84	7	376.09	68	651	53	346	4	44	3	88	16	16.83	8
K04758	12748.12	147	7277.09	224	4736.91	131	3807.63	55	12879.88	277	24179.76	88	12475.3	225	19733.5	107	2482.44	45	2610.3	192	4382.12	101	14101.67	340	8973.04	69	15816.84	124	10167.55	118	7850.1	155
K04759	12571.12	145	7157.09	267	4846.49	136	4515.63	70	14466.28	299	25431.76	80	12595.3	238	19735.5	120	2710.44	50	2682.97	196	5151.12	124	13752.17	290	9126.04	81	16999.84	138	11823.55	113	9201.44	157
K04760	7706.1	76	4443.91	203	4418.71	47	4981.65	46	6727.89	96	19381.84	30	11848.33	89	3337.03	109	4449.41	30	2178.9	144	3949.72	87	16481.7	100	5171.92	43	9510.84	75	8335.59	59	4383.97	100
K04761	18906.48	154	14048.28	242	6723.33	153	8495.61	98	16991.41	262	29634.34	110	14423.53	218	26404.28	167	11411.42	109	4988.41	299	8478.97	150	26240.4	339	12309.8	97	15294.68	167	13137.18	156	12297.78	191
K04762	17727.1	147	12532.16	244	5488.39	147	8430.32	97	15789.79	258	26818.84	105	13319	215	24647.7	154	5714.66	107	4137.96	288	7967.72	134	25556.8	320	8994.92	104	15154.01	168	12938.26	143	11654.21	169
K04763	18203.27	149	13459.99	255	9399.28	158	8950.72	110	18645.05	268	27156.84	105	17927.42	230	31205.53	156	20093.76	169	7993.41	290	8657.97	210	26497.14	336	12052.09	110	15692.68	176	13304.22	145	12287.87	176
K04764	11296.1	99	10652.58	205	5659.2	55	6690.32	55	8808.64	96	19438.84	49	12166.13	91	4463.53	109	4955.91	50	2536.07	158	5670.72	130	20325.3	169	5736.92	52	9513.51	94	8349.26	89	5660.04	101
K04765	7175.48	60	9314.99	65	3433.93	20	5469.19	29	2992.02	11	4321.84	37	7653.7	16	2642.53	55	4055.66	40	2323.7	70	4245.02	75	14008.3	97	4181.88	32	3437.84	43	3744.59	61	2668.67	32
K04766	0	0	3	0	276.87	1	0.4	1	3.2	0	0	0	432.83	0	5	0	218.93	2	149.6	1	0.75	3	0	0	0.5	1	0	1	0	1	0.33	1
K04767	18	0	75	2	1640.11	1	0.6	0	252.14	0	2.88	1	1737.25	1	50.17	1	530.34	3	147.83	3	3	11	15	13	1	1	1.5	1	94.54	1	0.4	2
K04768	482	3	500	5	1234.87	5	1011.4	15	1026.2	1	8	9	2570.16	1	3652	0	7665.1	56	1307.77	7	847.75	23	660	52	541.5	17	3	12	22	16	286.33	2
K04769	0	0	3	0	229.67	1	0	0	66.5	0	0	0	448.17	0	5	0	201	1	77.75	0	0.5	3	0	0	0	0	0	0	0	0	0	1
K04770	2104	21	1729.5	8	1461.13	5	483.5	4	738	3	752.38	10	3201.58	6	189.33	7	2000	3	4.58	18	279.5	1	2606	11	1433.5	6	936	5	316.92	16	166.5	10
K04771	18385.35	140	21843.83	228	5943.12	70	9820.25	94	11924.9	108	30890.96	71	14340.69	118	8826.77	134	6263.86	86	3932.75	225	8866.05	261	29185.46	205	7624.3	75	10440.85	135	9016.14	111	9122.75	149
K04772	3327.33	56	2752	28	2310.27	10	1279	11	2112.74	6	1389.38	11	4761.34	11	239.75	11	2757.67	8	197.07	24	854.5	29	3204.21	18	1983.63	11	1372.67	26	738.59	17	1086.92	13
K04773	17735.22	146	12922.45	243	6272.25	145	8626.2	100	16234.39	261	27391.22	96	13371.34	219	21328.2	157	5805.59	78	4369.94	285	8244.22	173	24950.02	283	11367.17	91	15221.85	159	13105.39	129	12374.12	173
K04774	5828.81	75	3988.2	141	3551.9	31	4030.77	22	4067.27	61	6712.84	31	9037.7	52	642.7	70	3309.99	19	1353.45	84	2713.47	26	13315.65	136	4284	31	7370.84	47	5890.09	62	1722.89	48
K04775	2104	21	1729.5	7	312.38	5	483.5	4	738	3	749.88	10	3236.16	6	177.33	7	1876	2	79.92	18	279.5	6	2606	11	1433.5	6	932.5	5	216.67	16	166.5	10
K04780	5	1	45	0	114	0	0	0	0	0	50	0	433.66	0	29	0	68.75	1	11.75	0	0	1	0	0	0	0	0	0	0	0	0	1
K04781	0	0	0	7	26.88	1	0	0	1	1	203.38	1	141.12	3	202.83	2	1	1	1	0	0	1	0	0	0	1	932.5	2	216.67	1	0	1
K04782	4950.77	29	3078.41	119	1986.23	53	4332.65	46	7001.65	199	15778.5	32	5712.66	145	2512.61	68	7749.98	42	1921.42	108	3814.05	52	6871.99	78	3633.29	40	5347.5	81	4032	44	5312.55	74
K04783	0	0	0	7	11.38	1	0	0	1	1	203.38	1	138.12	3	1.33	2	4	1	0	0	52	1	0	0	0	1	934.5	2	222.67	0	0	1
K04784	0	0	0	7	11.38	1	0	0	1	1	203.38	1	138.12	3	1.33	2	4	1	0	0	0	1	0	0	0	1	934.5	2	222.67	0	0	1
K04785	0	0	0	7	11.38	1	0	0	1	1	203.38	1	138.12	3	1.33	2	0	1	0	0	0	1	0	0	0	1	934.5	2	222.67	0	0	1
K04786	0	0	0	7	11.38	1	0	0	1	1	203.38	1	138.12	3	1.33	2	0	1	0	0	0	1	0	0	0	1	934.5	2	222.67	0	0	1
K04787	0	0	0	0	23.5	0	0	0	0	0	0	0	3	0	5	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K04788	0	0	0	0	23.5	0	0	0	0	0	0	0	3	0	7	0	12	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0
K04789	0	0	0	0	30	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04790	0	0	0	0	22	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04791	0	0	0	0	30	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04792	0	0	0	0	30	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K04793	0	0	0	0	22	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
K04794	0	0	0	0	1	0	0	0	7	0	0	0	5	0	0	0	7	1	10	0	2	2	0	0	0	0	0	0	0	0	0	0
K04795	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04796	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	4	0	10	0	2	1	0	0	0	0	0	0	0	0	0	0
K04797	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04798	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04799	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04800	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04801	0	0	0	0	1	0	0	0	14	0	0	0	1	0	0	0	2	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0
K04802	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K04835	2104	21	1729.5	0	13.5	5	483.5	4	823	2	410.5	10	37.71	3	8	6	8	1	15	18	274.5	1	2609	11	1433.5	6	0	3	0	16	156.5	5
K04844	2104	21	1730.83	1	123.67	5	483.5	4	745.67	2	410.5	10	395.49	3	13	6	15.16	2	60.33	18	275.5	2	2606.67	11	1444.5	6	1.67	3	1.67	16	158.5	5
K04940	33.5	1	214	56	865.87	8	37.4	1	384.7	49	1010.83	1	2441	35	72	13	173.77	2	163.6	3	10.08	3	1390.5	2	75	3	2766.67	2	1594	1	71.83	10
K04952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K04954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04962	0	0	2	0	0	1	0	0	38	0	0	0	0	0	0	0	8	0	15	0	0	0	0	0	0	0	0	1	0	0	0	1
K05020	14.5	0	20.5	3	387.27	1	32	1	51.34	1	10039	1	447.16	1	963.33	20	305.43	7	340.1	1	22	8	25	1	109.5	1	45	2	91.29	1	46.06	45
K05185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05245	2104	21	1729.5	0	0	5	483.5	4	737	2	410.5	10	5.71	3	8	6	0	1	0	18	272.5	1	2606	11	1433.5	6	0	3	0	16	156.5	5
K05275	0	0	142	0	65	1	19	0	3	0	0	0	14	1	22.5	0	20.5	1	189.42	1	8	3	0	1	0	1	0	1	0	1	0	0
K05281	0	0	0	2	1328.75	0	0	0	0	0	2.5	0	1489.08	1	56.67	1	274	3	90.5	0	0	8	0	1	0	0	1.5	1	94.25	0	0	1
K05286	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K05296	85.17	1	174.83	11	248	1	0	2	235	10	598.83	0	22	15	271.33	3	37.5	2	74.5	0	23	5	884.67	1	254.67	2	552.67	4	358	1	293.33	3
K05297	3279.43	52	1779.08	134	2295.15	23	3162.65	18	2650.15	59	6155.91	12	6705.08	46	515.12	63	1266.91	16	1241.25	60	2122.72	16	10061.15	66	2566.12	23	6459.51	40	5573.17	31	1550.39	40
K05299	12	0	0	0	34.75	0	0	0	0	0	0	1	27.5	0	2	0	9.5	1	71.25	2	0	4	10	1	0	0	0	0	0	1	0	0
K05301	2170.46	4	456.54	28	378	4	862.88	24	3098.62	22	1572	8	55.33	37	634.66	8	27.66	5	163.12	58	849.75	8	4535.22	14	1020.09	13	1112.5	23	863.5	4	1700.41	8
K05303	0	0	0	0	47.5	0	0	0	0	0	0	0	44	0	0	0	70.5	1	96	0	0	3	0	0	0	0	0	0	0	0	0	0
K05304	0	0	0	0	9	1	0	0	123	0	0	0	24	0	0	0	8	0	15	0	0	0	0	0	0	1	0	0	0	0	0	1
K05306	1470.27	17	1253.69	66	2236.14	8	3072.8	17	2288.83	11	4844.79	8	5338.95	18	538.11	36	722	13	991.6	29	2005.27	15	8400.71	10	2432.17	22	3076.68	25	3813.88	16	1544.43	22
K05308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0
K05311	0	0	7.33	1	338.79	1	7.4	1	172.01	1	0	0	454.16	0	10	0	262.26	2	225.35	1	3.75	4	0.67	1	6.5	1	3.67	1	3.96	1	0.33	2
K05337	249	5	1149.5	6	1567.29	4	554.4	3	1139.76	5	3083	5	2920	5	1030.5	14	7534.26	21	1633.26	9	661.25	58	108.67	5	758	3	331.17	2	328.96	10	371.83	26
K05338	0	0	0	0	59.2	0	7.4	1	3.2	0	0	0	363	0	5	0	70.6	1	129.6	0	0	1	0	0	1	1	0	1	2	0	0.33	0
K05339	0	0	0	0	59.2	0	7.4	1	3.2	0	0	0	363	0	5	0	70.6	1	129.6	0	0	1	0	0	1	1	0	1	2	0	0.33	0
K05340	2	1	24.66	1	173.87	1	2.4	1	887.71	1	0	0	397.82	0	43	1	85.42	1	228.27	1	9.75	3	1.34	1	16.5	1	7.34	1	4.21	1	2.33	1
K05341	30.12	1	77.88	6	830.89	1	692.88	8	537.62	4	376	1	1907.89	4	754.17	3	6443.5	14	376.54	1	454.25	12	10.88	7	262.75	1	25.5	2	102.5	1	760.75	3
K05342	40	1	67.75	7	1137.89	2	650	14	369	1	56	1	2054.47	1	2076	1	6643.59	25	934.17	1	500	14	18	7	264.5	14	3	9	25	1	292	2
K05343	5525.1	53	12093.2	58	2348.08	16	5841.4	58	2564.4	9	3270.46	18	5730.78	9	12291.12	48	14695.16	144	3331.86	45	4561.6	51	11186.7	71	10163.5	37	2171.17	31	3248	27	2459.77	25
K05346	297	3	408	1	241	3	404	3	841	0	2	9	770	1	281	0	386	8	915	5	352	6	362	52	287	7	0	5	5	15	28	1
K05349	39298.98	297	24621.24	352	10285.78	412	17103.42	271	40275.75	522	58451.46	293	25257.39	457	61579.28	393	16770.85	409	11861.56	786	18327.61	223	36077.58	815	24790.51	317	36856.17	340	31471.38	330	29721.35	528
K05350	3145.5	33	7397.33	30	3059.14	48	4855.5	79	6038.55	127	5032.38	32	5657.8	86	10009.92	35	15717.09	131	2813	22	4482.5	69	3601.05	102	5348.63	66	503.17	70	871.46	47	4929.25	35
K05351	1547.12	17	4989.88	6	168	5	1650.88	11	710.62	3	473	5	526	5	399	3	195.75	10	40.37	3	1351.75	3	1691.88	12	272.75	4	25.5	6	72.5	5	1169.75	7
K05352	0	0	3	0	111.67	1	0	1	2.14	0	0	0	14	0	0	0	31.33	1	16.33	1	0.75	1	0	1	0.5	1	2	1	0.29	1	0.66	1
K05356	0	0	25	0	78.5	1	0	0	0	0	0	1	16.5	0	13.5	0	128.5	1	382.75	0	0	6	0	0	3	1	0	1	0	1	0	0
K05358	3372.56	53	2290.12	219	2270.53	31	3860.53	28	4013.77	129	17851.46	12	9806.87	114	1926.86	103	2305.23	19	1139.62	62	2574.47	6	13255.54	67	3167.71	28	10618.67	50	8223.5	32	2892.13	102
K05359	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0
K05360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K05362	0	0	4.33	1	126.77	1	1	1	14.01	1	0	0	41.33	0	0	1	161.43	2	156.26	1	3.75	2	0.67	1	12.5	1	1.67	1	1.96	1	2.73	2
K05363	0	0	0	1	4.4	1	0.6	1	3.5	0	0	0	1	0	0	1	8.5	0	35.66	0	3	1	0	1	7	1	0	1	0	0	2.4	1
K05364	38	1	45	7	1290.42	2	650	14	429.5	1	6	1	2388.5	1	8650.5	0	12968.67	75	2294.92	1	497	16	16	1	260.5	14	3	9	25	1	290	1
K05365	5436.31	73	3608.7	146	3394.9	28	3762.77	22	3452.27	61	7129.84	22	10440.2	53	1465.7	70	3306.49	20	1192.95	79	2480.47	26	12715.65	84	4000.5	29	7746.84	45	6157.09	47	1752.89	51
K05366	26480.13	200	26834.05	367	8643.48	212	14564.3	173	26709.45	465	41936.22	150	18354.02	371	26755.86	227	8965.75	147	7025.94	381	14477.72	295	37231.48	464	16995.84	140	19820.02	252	17156.35	207	20327.99	243
K05367	9109.89	69	10498.91	166	3326.37	33	6874.78	65	7980.42	51	18520.38	55	11821.71	57	3844.19	136	3591.82	59	2689.87	146	6073.18	77	17408.85	132	8586.92	48	4927.5	69	6738.42	95	5667.08	123
